prompt_id,session_id,category,tokens
P01003,S00666,Image Generation,627
P01004,S04034,Learning,267
P01005,S06534,Image Generation,507
P01006,S03039,Business,633
P01007,S07348,Writing,326
P01008,S04753,Research,101
P01009,S04841,Image Generation,114
P01010,S03359,Writing,150
P01011,S02021,Learning,169
P01012,S01290,Research,290
P01013,S02847,Coding,503
P01014,S04651,Image Generation,375
P01015,S06448,Research,202
P01016,S06458,Coding,268
P01017,S02833,Coding,184
P01018,S04158,Business,593
P01019,S03283,Learning,178
P01020,S04397,Research,485
P01021,S01952,Writing,459
P01022,S02403,Coding,436
P01023,S01367,Business,708
P01024,S01749,Business,440
P01025,S02805,Image Generation,477
P01026,S05955,Research,393
P01027,S03037,Business,560
P01028,S05446,Learning,271
P01029,S06292,Coding,148
P01030,S05608,Coding,702
P01031,S00175,Coding,148
P01032,S01548,Business,155
P01033,S01801,Business,571
P01034,S01122,Image Generation,746
P01035,S05560,Writing,472
P01036,S04767,Learning,719
P01037,S05656,Coding,779
P01038,S03285,Writing,329
P01039,S05298,Coding,327
P01040,S02556,Coding,784
P01041,S07239,Business,571
P01042,S05108,Writing,164
P01043,S05214,Coding,195
P01044,S04639,Coding,704
P01045,S04292,Coding,331
P01046,S07381,Business,129
P01047,S02045,Business,284
P01048,S05768,Image Generation,172
P01049,S00139,Coding,135
P01050,S02046,Coding,759
P01051,S05060,Learning,119
P01052,S00783,Learning,702
P01053,S05371,Learning,423
P01054,S05218,Business,725
P01055,S03695,Writing,551
P01056,S04300,Business,335
P01057,S03883,Image Generation,521
P01058,S04028,Research,731
P01059,S02951,Writing,496
P01060,S02239,Writing,131
P01061,S06742,Writing,153
P01062,S07212,Research,341
P01063,S04382,Business,152
P01064,S02303,Research,502
P01065,S01522,Coding,604
P01066,S01381,Learning,644
P01067,S05997,Writing,286
P01068,S04732,Writing,562
P01069,S05570,Writing,709
P01070,S07489,Business,141
P01071,S01926,Business,194
P01072,S02876,Learning,697
P01073,S06546,Coding,190
P01074,S04285,Coding,268
P01075,S01251,Learning,333
P01076,S05477,Business,281
P01077,S03563,Learning,255
P01078,S06567,Writing,372
P01079,S03028,Learning,137
P01080,S06834,Image Generation,225
P01081,S01275,Business,542
P01082,S01927,Writing,67
P01083,S07176,Business,497
P01084,S00318,Learning,59
P01085,S00289,Research,689
P01086,S03353,Image Generation,71
P01087,S06751,Learning,195
P01088,S04096,Business,117
P01089,S01968,Image Generation,482
P01090,S06212,Image Generation,585
P01091,S06504,Research,491
P01092,S00751,Image Generation,521
P01093,S02166,Learning,258
P01094,S01333,Learning,668
P01095,S06880,Learning,229
P01096,S00227,Coding,181
P01097,S04053,Image Generation,54
P01098,S00455,Image Generation,649
P01099,S04557,Business,414
P01100,S03660,Learning,233
P01101,S06470,Writing,717
P01102,S03827,Image Generation,263
P01103,S00963,Business,142
P01104,S00097,Business,638
P01105,S04919,Learning,741
P01106,S02312,Learning,87
P01107,S03603,Writing,500
P01108,S05305,Writing,310
P01109,S07027,Coding,579
P01110,S06700,Coding,797
P01111,S01698,Image Generation,218
P01112,S00312,Image Generation,730
P01113,S05772,Learning,251
P01114,S02459,Writing,672
P01115,S03877,Business,79
P01116,S04388,Image Generation,173
P01117,S00737,Learning,669
P01118,S00271,Business,575
P01119,S07241,Writing,775
P01120,S07401,Business,643
P01121,S01984,Business,519
P01122,S02727,Research,237
P01123,S06946,Image Generation,650
P01124,S06942,Writing,361
P01125,S04121,Image Generation,768
P01126,S00258,Research,600
P01127,S06776,Learning,370
P01128,S04590,Business,678
P01129,S06223,Research,631
P01130,S00235,Business,479
P01131,S00395,Writing,297
P01132,S04070,Writing,87
P01133,S07421,Image Generation,715
P01134,S06635,Business,631
P01135,S00865,Image Generation,581
P01136,S03229,Business,105
P01137,S06813,Image Generation,368
P01138,S06032,Coding,115
P01139,S07170,Coding,541
P01140,S05110,Image Generation,60
P01141,S05678,Writing,441
P01142,S06445,Research,733
P01143,S01482,Coding,55
P01144,S05966,Writing,316
P01145,S00184,Research,777
P01146,S04850,Image Generation,553
P01147,S02907,Writing,274
P01148,S05458,Learning,518
P01149,S02298,Writing,118
P01150,S02504,Business,112
P01151,S06750,Image Generation,453
P01152,S07130,Coding,438
P01153,S05793,Coding,134
P01154,S01488,Image Generation,735
P01155,S02455,Business,519
P01156,S04332,Coding,131
P01157,S00627,Image Generation,740
P01158,S02052,Research,569
P01159,S05217,Image Generation,598
P01160,S05324,Learning,238
P01161,S06332,Writing,359
P01162,S07225,Writing,162
P01163,S02253,Image Generation,132
P01164,S06529,Image Generation,247
P01165,S03869,Business,783
P01166,S06210,Coding,345
P01167,S04024,Coding,532
P01168,S04028,Writing,294
P01169,S00389,Coding,112
P01170,S00312,Research,136
P01171,S06346,Learning,688
P01172,S04312,Learning,278
P01173,S01457,Coding,495
P01174,S00095,Image Generation,450
P01175,S01796,Learning,172
P01176,S02605,Research,769
P01177,S07157,Learning,155
P01178,S00182,Image Generation,624
P01179,S06835,Research,200
P01180,S06568,Research,621
P01181,S04459,Business,270
P01182,S06263,Writing,740
P01183,S01874,Coding,466
P01184,S02978,Coding,588
P01185,S05648,Learning,641
P01186,S00295,Research,437
P01187,S04817,Research,616
P01188,S01617,Image Generation,347
P01189,S04566,Coding,438
P01190,S06013,Image Generation,334
P01191,S00364,Image Generation,267
P01192,S01846,Business,233
P01193,S00066,Coding,428
P01194,S06444,Image Generation,216
P01195,S00256,Learning,263
P01196,S04411,Business,541
P01197,S03848,Coding,678
P01198,S03801,Learning,524
P01199,S03375,Writing,212
P01200,S04880,Coding,594
P01201,S06667,Research,501
P01202,S03001,Business,382
P01203,S00694,Writing,104
P01204,S01367,Coding,262
P01205,S06708,Coding,782
P01206,S06015,Research,279
P01207,S04680,Image Generation,128
P01208,S06255,Writing,163
P01209,S00739,Writing,232
P01210,S00046,Business,248
P01211,S05005,Coding,559
P01212,S00980,Writing,558
P01213,S06581,Image Generation,127
P01214,S01460,Image Generation,701
P01215,S00525,Learning,165
P01216,S00408,Image Generation,483
P01217,S05369,Writing,329
P01218,S06662,Business,91
P01219,S06630,Business,680
P01220,S03437,Coding,416
P01221,S05539,Business,772
P01222,S03762,Research,312
P01223,S00418,Business,796
P01224,S03024,Business,732
P01225,S02876,Research,151
P01226,S04844,Business,622
P01227,S03710,Research,357
P01228,S06976,Coding,68
P01229,S07305,Image Generation,791
P01230,S00351,Learning,326
P01231,S05440,Writing,519
P01232,S03263,Research,407
P01233,S02178,Research,259
P01234,S00147,Writing,132
P01235,S04956,Business,435
P01236,S05369,Writing,455
P01237,S05003,Business,126
P01238,S00916,Research,390
P01239,S04188,Business,692
P01240,S01194,Image Generation,367
P01241,S00162,Research,322
P01242,S04922,Coding,419
P01243,S07450,Learning,732
P01244,S05877,Image Generation,424
P01245,S04095,Image Generation,64
P01246,S04072,Research,781
P01247,S06922,Coding,421
P01248,S02351,Learning,194
P01249,S02860,Business,522
P01250,S03749,Research,118
P01251,S05148,Learning,782
P01252,S06955,Research,529
P01253,S06174,Business,527
P01254,S00667,Writing,207
P01255,S00055,Business,372
P01256,S02592,Writing,89
P01257,S06370,Learning,790
P01258,S05170,Image Generation,800
P01259,S03906,Coding,350
P01260,S00463,Research,452
P01261,S05185,Research,62
P01262,S05683,Image Generation,783
P01263,S05819,Writing,87
P01264,S02761,Coding,720
P01265,S02437,Coding,327
P01266,S07495,Image Generation,355
P01267,S06527,Coding,779
P01268,S02769,Image Generation,732
P01269,S00050,Learning,124
P01270,S00323,Image Generation,714
P01271,S02404,Image Generation,165
P01272,S00058,Coding,748
P01273,S05894,Business,688
P01274,S06800,Learning,204
P01275,S01562,Image Generation,718
P01276,S04171,Coding,171
P01277,S02820,Learning,658
P01278,S00517,Research,336
P01279,S02343,Coding,723
P01280,S06646,Coding,632
P01281,S04707,Learning,644
P01282,S01992,Coding,794
P01283,S06300,Learning,408
P01284,S04182,Learning,525
P01285,S00082,Learning,621
P01286,S03428,Coding,665
P01287,S02408,Writing,410
P01288,S04962,Image Generation,92
P01289,S04486,Business,658
P01290,S00204,Research,64
P01291,S00622,Coding,175
P01292,S05668,Business,501
P01293,S01894,Learning,530
P01294,S05941,Business,500
P01295,S03396,Learning,329
P01296,S00161,Coding,175
P01297,S02231,Research,255
P01298,S02047,Image Generation,305
P01299,S05900,Learning,545
P01300,S02478,Writing,433
P01301,S00542,Learning,704
P01302,S03225,Research,72
P01303,S07332,Learning,475
P01304,S02022,Coding,456
P01305,S04959,Coding,130
P01306,S04755,Business,677
P01307,S03120,Writing,731
P01308,S04668,Writing,398
P01309,S02244,Business,297
P01310,S04094,Business,794
P01311,S04734,Coding,386
P01312,S05019,Learning,96
P01313,S05756,Image Generation,63
P01314,S01813,Research,82
P01315,S05004,Coding,358
P01316,S05918,Coding,692
P01317,S05592,Image Generation,670
P01318,S00785,Learning,456
P01319,S02187,Business,238
P01320,S06363,Image Generation,121
P01321,S07007,Writing,211
P01322,S00351,Business,547
P01323,S01533,Writing,248
P01324,S04067,Image Generation,518
P01325,S00357,Learning,161
P01326,S04566,Business,769
P01327,S05982,Image Generation,426
P01328,S05329,Research,243
P01329,S00567,Business,581
P01330,S00963,Writing,177
P01331,S03593,Coding,668
P01332,S06592,Research,505
P01333,S02013,Image Generation,162
P01334,S01638,Business,713
P01335,S01486,Writing,169
P01336,S05592,Business,179
P01337,S05926,Image Generation,333
P01338,S07224,Coding,80
P01339,S01198,Learning,515
P01340,S06520,Image Generation,694
P01341,S07470,Business,699
P01342,S00079,Writing,402
P01343,S03455,Writing,359
P01344,S04597,Coding,233
P01345,S02547,Learning,684
P01346,S01589,Writing,465
P01347,S03754,Coding,319
P01348,S02014,Learning,355
P01349,S00128,Writing,526
P01350,S03722,Writing,716
P01351,S06697,Business,502
P01352,S04068,Image Generation,656
P01353,S05403,Research,488
P01354,S05144,Writing,687
P01355,S05694,Research,699
P01356,S00853,Image Generation,781
P01357,S06414,Research,539
P01358,S05470,Writing,192
P01359,S04243,Coding,137
P01360,S07262,Writing,566
P01361,S00036,Image Generation,469
P01362,S01362,Business,94
P01363,S02746,Coding,798
P01364,S06714,Business,487
P01365,S04603,Image Generation,322
P01366,S05340,Business,194
P01367,S04113,Coding,610
P01368,S04212,Coding,679
P01369,S05056,Research,474
P01370,S04905,Business,614
P01371,S03563,Image Generation,293
P01372,S07251,Business,499
P01373,S01481,Business,120
P01374,S03727,Learning,327
P01375,S02928,Research,645
P01376,S02079,Research,64
P01377,S02844,Image Generation,207
P01378,S04401,Research,75
P01379,S01567,Learning,533
P01380,S05187,Research,426
P01381,S06608,Writing,738
P01382,S04158,Image Generation,467
P01383,S06318,Business,179
P01384,S02027,Coding,747
P01385,S07055,Image Generation,600
P01386,S02052,Writing,707
P01387,S04588,Learning,226
P01388,S02278,Image Generation,742
P01389,S07282,Writing,100
P01390,S00483,Learning,300
P01391,S07481,Learning,678
P01392,S00612,Business,333
P01393,S00449,Research,214
P01394,S06488,Coding,329
P01395,S00865,Image Generation,357
P01396,S07062,Business,149
P01397,S05520,Coding,503
P01398,S06333,Learning,522
P01399,S04746,Writing,420
P01400,S01703,Writing,52
P01401,S03972,Image Generation,158
P01402,S05767,Learning,442
P01403,S05508,Research,565
P01404,S04180,Research,309
P01405,S05153,Learning,245
P01406,S00810,Coding,184
P01407,S06411,Writing,670
P01408,S03226,Learning,662
P01409,S00579,Image Generation,95
P01410,S03846,Coding,201
P01411,S02400,Learning,605
P01412,S06709,Research,238
P01413,S03432,Business,184
P01414,S07295,Research,725
P01415,S01912,Coding,149
P01416,S05433,Research,540
P01417,S01768,Research,477
P01418,S04382,Business,665
P01419,S04544,Research,461
P01420,S05475,Learning,415
P01421,S04531,Coding,601
P01422,S06757,Learning,642
P01423,S01581,Coding,757
P01424,S01671,Image Generation,609
P01425,S05409,Research,169
P01426,S05239,Learning,51
P01427,S06410,Coding,699
P01428,S03633,Learning,52
P01429,S03808,Research,574
P01430,S04664,Learning,772
P01431,S03417,Research,448
P01432,S04831,Business,496
P01433,S00792,Research,270
P01434,S01689,Research,512
P01435,S00045,Coding,383
P01436,S00642,Learning,97
P01437,S06993,Writing,593
P01438,S06344,Writing,198
P01439,S07300,Research,586
P01440,S00586,Coding,557
P01441,S00695,Business,72
P01442,S05850,Learning,516
P01443,S06565,Image Generation,86
P01444,S07435,Coding,298
P01445,S00531,Learning,568
P01446,S01222,Image Generation,705
P01447,S04611,Learning,532
P01448,S02157,Image Generation,464
P01449,S06347,Coding,388
P01450,S04725,Learning,60
P01451,S02734,Image Generation,62
P01452,S04849,Image Generation,95
P01453,S04801,Image Generation,552
P01454,S01106,Research,602
P01455,S00538,Writing,274
P01456,S03493,Coding,691
P01457,S00896,Research,304
P01458,S00913,Business,412
P01459,S07296,Learning,467
P01460,S05689,Business,760
P01461,S04589,Business,121
P01462,S00849,Business,193
P01463,S04666,Research,606
P01464,S04719,Business,356
P01465,S00159,Image Generation,58
P01466,S03679,Writing,554
P01467,S00546,Writing,505
P01468,S00829,Learning,497
P01469,S06891,Business,491
P01470,S04830,Business,639
P01471,S07309,Writing,174
P01472,S02284,Coding,708
P01473,S05355,Research,226
P01474,S00426,Coding,778
P01475,S01039,Image Generation,521
P01476,S04640,Writing,409
P01477,S06257,Learning,633
P01478,S02288,Writing,663
P01479,S04681,Image Generation,463
P01480,S06558,Writing,84
P01481,S02206,Learning,139
P01482,S05496,Research,354
P01483,S00674,Learning,699
P01484,S02734,Writing,682
P01485,S00378,Coding,513
P01486,S03296,Writing,444
P01487,S03492,Coding,50
P01488,S02673,Learning,228
P01489,S03493,Business,179
P01490,S02480,Business,488
P01491,S00006,Coding,349
P01492,S03558,Learning,128
P01493,S03233,Business,111
P01494,S02060,Image Generation,414
P01495,S05229,Image Generation,480
P01496,S06726,Writing,165
P01497,S04862,Coding,568
P01498,S03919,Learning,645
P01499,S06967,Research,178
P01500,S02509,Business,645
P01501,S00335,Coding,479
P01502,S05977,Writing,101
P01503,S05948,Research,262
P01504,S00894,Learning,123
P01505,S00383,Learning,746
P01506,S01865,Coding,170
P01507,S01430,Learning,795
P01508,S06450,Learning,318
P01509,S05463,Business,652
P01510,S04800,Research,299
P01511,S00346,Coding,333
P01512,S02215,Writing,153
P01513,S07078,Image Generation,363
P01514,S00956,Business,593
P01515,S04560,Learning,513
P01516,S02092,Learning,115
P01517,S06049,Research,517
P01518,S02515,Learning,63
P01519,S06040,Research,612
P01520,S06562,Research,438
P01521,S02201,Coding,552
P01522,S02241,Coding,618
P01523,S03021,Research,621
P01524,S03009,Image Generation,313
P01525,S00911,Writing,255
P01526,S00100,Image Generation,602
P01527,S05146,Research,54
P01528,S02842,Research,426
P01529,S02011,Coding,233
P01530,S05983,Business,776
P01531,S03780,Business,312
P01532,S04175,Coding,611
P01533,S06040,Learning,378
P01534,S05084,Learning,753
P01535,S04377,Writing,210
P01536,S02749,Learning,511
P01537,S03766,Image Generation,465
P01538,S01161,Research,790
P01539,S04558,Image Generation,320
P01540,S03048,Learning,183
P01541,S00810,Writing,793
P01542,S07384,Image Generation,114
P01543,S04868,Business,702
P01544,S00609,Coding,342
P01545,S01400,Learning,358
P01546,S07385,Business,136
P01547,S03641,Research,476
P01548,S04224,Image Generation,52
P01549,S04351,Business,562
P01550,S00831,Writing,291
P01551,S05782,Business,397
P01552,S06423,Writing,672
P01553,S04905,Research,662
P01554,S02679,Business,512
P01555,S02695,Image Generation,265
P01556,S05934,Business,392
P01557,S05872,Business,624
P01558,S06227,Business,465
P01559,S05665,Learning,785
P01560,S01382,Image Generation,398
P01561,S05772,Image Generation,322
P01562,S06209,Learning,125
P01563,S05030,Image Generation,682
P01564,S00639,Research,800
P01565,S01071,Coding,488
P01566,S04842,Writing,457
P01567,S02317,Writing,687
P01568,S04413,Coding,552
P01569,S01935,Learning,619
P01570,S00333,Business,415
P01571,S03636,Coding,228
P01572,S03077,Research,700
P01573,S01676,Business,206
P01574,S03515,Writing,210
P01575,S07209,Learning,201
P01576,S06038,Coding,685
P01577,S07277,Learning,201
P01578,S00099,Business,694
P01579,S07274,Learning,746
P01580,S00851,Image Generation,664
P01581,S00720,Learning,704
P01582,S06152,Image Generation,731
P01583,S07075,Image Generation,143
P01584,S06358,Learning,211
P01585,S04901,Research,507
P01586,S06835,Business,385
P01587,S06421,Business,191
P01588,S02619,Learning,798
P01589,S01659,Coding,469
P01590,S00299,Writing,218
P01591,S02802,Business,648
P01592,S04933,Business,583
P01593,S05474,Writing,313
P01594,S00189,Writing,648
P01595,S00383,Writing,613
P01596,S04064,Research,92
P01597,S03214,Image Generation,662
P01598,S07150,Writing,773
P01599,S00509,Learning,539
P01600,S02887,Writing,404
P01601,S03748,Image Generation,522
P01602,S04981,Writing,657
P01603,S06871,Business,356
P01604,S03071,Writing,104
P01605,S00882,Learning,469
P01606,S04229,Writing,67
P01607,S04381,Research,749
P01608,S00867,Business,704
P01609,S01425,Coding,743
P01610,S03722,Research,382
P01611,S01747,Business,648
P01612,S05826,Image Generation,771
P01613,S07480,Image Generation,520
P01614,S02944,Research,149
P01615,S01706,Coding,311
P01616,S07468,Image Generation,756
P01617,S00073,Learning,156
P01618,S02943,Writing,786
P01619,S04359,Coding,721
P01620,S04446,Image Generation,576
P01621,S06366,Coding,458
P01622,S06855,Coding,107
P01623,S03935,Research,367
P01624,S00261,Writing,310
P01625,S06826,Learning,528
P01626,S03328,Business,260
P01627,S00854,Writing,623
